pr_skema,U_Pr_Nr,Navn_Inds,skib,Inst,Dato_inds,Lok_omr01,Lok_omr02,lok_pos_lat,lok_pos_lon,max_Dyb,Dyb_Str_m,Vwf_mL,vandsoejllagd,Dyb_lagd01,Dyb_lagd02,delproe,tdspkt_inds,tdspkt_filt,tdspkt_indfr,dato_80C,Temp_Inds,vandhent_skyll,pose_udskf,vandpr_inds_samt_m,restv_pres_ud,ziplock_markeret,Bemaerkn,ark_year,file,typeorder,bioreplno,datenumber,setno,uniq_smplset_no,uniq_bioreplno
,MST235,PHELD,DAPHNE,MST_FYN,31/08/2018,Arkona_DMU444,,55.000833,13.296167,47.0,1.0,1500,yes,24.0,,,13:36,14:32,14:33,31/08/2018,18.2,yes,yes,zooplankton_fytoplankton,yes,yes,,2017,proevetagning_DAPHNA_2018_KBH431_DMU4444_VSJ20925,146,3,20180831,1,20180831-1,20180831-1.3
,MST209,PHELD,DAPHNE,MST_FYN,31/08/2018,Arkona_DMU444,,55.000833,13.296167,47.0,1.0,1500,yes,24.0,,,13:36,13:58,13:59,31/08/2018,18.2,yes,yes,zooplankton_fytoplankton,yes,yes,,2017,proevetagningsskema_DMU444_310818,254,1,20180831,2,20180831-2,20180831-2.1
,MST232,PHELD,DAPHNE,MST_FYN,31/08/2018,Arkona_DMU444,,55.000833,13.296167,47.0,1.0,1500,yes,24.0,,,13:36,14:14,14:15,31/08/2018,18.2,yes,yes,zooplankton_fytoplankton,yes,yes,,2017,proevetagningsskema_DMU444_310818,255,2,20180831,2,20180831-2,20180831-2.2
,MST235,PHELD,DAPHNE,MST_FYN,31/08/2018,Arkona_DMU444,,55.000833,13.296167,47.0,1.0,1500,yes,24.0,,,13:36,14:32,14:33,31/08/2018,18.2,yes,yes,zooplankton_fytoplankton,yes,yes,,2017,proevetagningsskema_DMU444_310818,256,3,20180831,2,20180831-2,20180831-2.3
NOR_409,MST197,pheld,Musling,Nordjylland,03/09/2018,aalborg_bugt,,56.856667,10.791667,14.5,1.0,1500,yes,7.0,,no,09:35,09:55,09:56,04/09/2018,18.0,yes,yes,Zoo_og_fytoplankton,yes,yes,,2017,Proevetagning_musling,96,1,20180903,1,20180903-1,20180903-1.1
NOR_409,MST198,pheld,Musling,Nordjylland,03/09/2018,aalborg_bugt,,56.856667,10.791667,14.5,1.0,1500,yes,7.0,,no,09:35,10:08,10:10,04/09/2018,18.0,yes,yes,Zoo_og_fytoplankton,yes,yes,Ved_afmontering_af_filter_knaekkede_den_ene_ende_af_filtret_hvorfor_denne_er_lukket_med_tape,2017,Proevetagning_musling,97,2,20180903,1,20180903-1,20180903-1.2
NOR_409,MST205,pheld,Musling,Nordjylland,03/09/2018,aalborg_bugt,,56.856667,10.791667,14.5,1.0,1500,yes,7.0,,no,09:35,10:28,10:29,04/09/2018,18.0,yes,yes,Zoo_og_fytoplankton,yes,yes,,2017,Proevetagning_musling,98,3,20180903,1,20180903-1,20180903-1.3
NOR_5503,MST193,pheld,Musling,Nordjylland,04/09/2018,Mariager_fjord,,56.662733,9.974033,27.5,1.0,1500,yes,16.0,,no,09:43,10:06,10:07,04/09/2018,18.3,yes,yes,fytoplankton,yes,yes,,2017,Proevetagning_musling,100,1,20180904,1,20180904-1,20180904-1.1
NOR_5503,MST194,pheld,Musling,Nordjylland,04/09/2018,Mariager_fjord,,56.662733,9.974033,27.5,1.0,1500,yes,16.0,,no,09:43,10:22,10:23,04/09/2018,18.3,yes,yes,fytoplankton,yes,yes,,2017,Proevetagning_musling,101,2,20180904,1,20180904-1,20180904-1.2
NOR_5503,MST196,pheld,Musling,Nordjylland,04/09/2018,Mariager_fjord,,56.662733,9.974033,27.5,1.0,1500,yes,16.0,,no,09:43,10:35,10:36,04/09/2018,18.3,yes,yes,fytoplankton,yes,yes,,2017,Proevetagning_musling,102,3,20180904,1,20180904-1,20180904-1.3
,MST243,jepni_benje,Penelope,Midtjylland,04/09/2018,RKB1_Ringkoebing_fjord,,56.076167,8.224333,3.3,1.0,420,no,,,no,10:20,11:05,11:10,04/09/2018,18.2,yes,yes,Fytoplanton,yes,yes,,2018,proevetagningsskema_MJY_RKB1_040918,212,1,20180904,2,20180904-2,20180904-2.1
,MST256,jepni_benje,Penelope,Midtjylland,04/09/2018,RKB1_Ringkoebing_fjord,,56.076167,8.224333,3.3,1.0,410,no,,,no,10:20,11:25,11:30,04/09/2018,18.2,yes,yes,Fytoplanton,yes,yes,,2018,proevetagningsskema_MJY_RKB1_040918,213,2,20180904,2,20180904-2,20180904-2.2
,MST114,jepni_benje,Penelope,Midtjylland,04/09/2018,RKB1_Ringkoebing_fjord,,56.076167,8.224333,3.3,1.0,400,no,,,no,10:20,11:40,11:45,04/09/2018,18.2,yes,yes,Fytoplanton,yes,yes,,2018,proevetagningsskema_MJY_RKB1_040918,214,3,20180904,2,20180904-2,20180904-2.3
FYN6900017,MST237,Ole_Blohm_Poulsen_olbpo,BELONE_BELONE,Miljoestyrelsen_Fyn,10/09/2018,ODF17_Odense_Fjord,,55.478275,10.517920,9.6,1.0,1100,yes,1.6,,,10:00,10:12,10:34,10/09/2018,16.9,yes,yes,fytoplankton,yes,yes,,2018,proevetagning_FYN6900017_2018,122,1,20180910,1,20180910-1,20180910-1.1
FYN6900017,MST236,Ole_Blohm_Poulsen_olbpo,BELONE_BELONE,Miljoestyrelsen_Fyn,10/09/2018,ODF17_Odense_Fjord,,55.478275,10.517920,9.6,1.0,1200,yes,1.6,,,10:00,10:40,11:10,10/09/2018,16.9,yes,yes,fytoplankton,yes,yes,,2018,proevetagning_FYN6900017_2018,123,2,20180910,1,20180910-1,20180910-1.2
FYN6900017,MST249,Ole_Blohm_Poulsen_olbpo,BELONE_BELONE,Miljoestyrelsen_Fyn,10/09/2018,ODF17_Odense_Fjord,,55.478275,10.517920,9.6,1.0,1200,yes,1.6,,,10:00,11:15,11:46,10/09/2018,16.9,yes,yes,fytoplankton,yes,yes,,2018,proevetagning_FYN6900017_2018,124,3,20180910,1,20180910-1,20180910-1.3
BRKBMPK2,MST095,Steen_Krogsboell_stkro,aaboen,Miljoestyrelsen_Storstroem,18/09/2018,BRKBMPK2_910_Bornholm_aabne_del,,55.250000,15.983333,89.0,1.0,1100,yes,20.0,60.0,,11:00,11:10,11:11,18/10/2018,17.0,yes,yes,fytoplankton,yes,no,i_hvert_fald_med_med_unikt_nr_,2018,proevetagningsskema_BRKBMPK2,157,1,20180918,1,20180918-1,20180918-1.1
BRKBMPK2,MST242,Steen_Krogsboell_stkro,aaboen,Miljoestyrelsen_Storstroem,18/09/2018,BRKBMPK2_910_Bornholm_aabne_del,,55.250000,15.983333,89.0,1.0,1500,yes,20.0,60.0,,11:00,11:30,11:31,18/10/2018,17.0,yes,yes,fytoplankton,yes,no,i_hvert_fald_med_med_unikt_nr_,2018,proevetagningsskema_BRKBMPK2,158,2,20180918,1,20180918-1,20180918-1.2
BRKBMPK2,MST247,Steen_Krogsboell_stkro,aaboen,Miljoestyrelsen_Storstroem,18/09/2018,BRKBMPK2_910_Bornholm_aabne_del,,55.250000,55.250017,89.0,1.0,1600,yes,20.0,60.0,,11:00,11:40,11:41,18/10/2018,17.0,yes,yes,fytoplankton,yes,no,i_hvert_fald_med_med_unikt_nr_,2018,proevetagningsskema_BRKBMPK2,159,3,20180918,1,20180918-1,20180918-1.3
,MST210,PHELD,DAPHNE,MST_SJaeLLAND,19/09/2018,Gniben_VSJ20925,,56.131667,11.156667,49.7,1.0,1500,yes,12.8,,,09:25,09:45,09:47,19/09/2018,16.6,yes,yes,fytoplankton,yes,yes,,2017,proevetagning_DAPHNA_2018_KBH431_DMU4444_VSJ20925,147,1,20180919,1,20180919-1,20180919-1.1
,MST218,PHELD,DAPHNE,MST_SJaeLLAND,19/09/2018,Gniben_VSJ20925,,56.131667,11.156667,49.7,1.0,1600,yes,12.8,,,09:25,10:01,10:02,19/09/2018,16.6,yes,yes,fytoplankton,yes,yes,,2017,proevetagning_DAPHNA_2018_KBH431_DMU4444_VSJ20925,148,2,20180919,1,20180919-1,20180919-1.2
,MST219,PHELD,DAPHNE,MST_SJaeLLAND,19/09/2018,Gniben_VSJ20925,,56.131667,11.156667,49.7,1.0,1500,yes,12.8,,,09:25,10:15,10:16,19/09/2018,16.6,yes,yes,fytoplankton,yes,yes,,2017,proevetagning_DAPHNA_2018_KBH431_DMU4444_VSJ20925,149,3,20180919,1,20180919-1,20180919-1.3
,MST112,JAOLA_AMLIN,Chara,STO,25/09/2018,Hovedskov_1001027,,54.740283,12.099767,11.0,10.0,1100,no,not_avail,,no,13:22,14:20,14:29,25/09/2018,15.0,yes,yes,aalegraes,yes,yes,,2017,Proevetagningsskema_STO,5,1,20180925,1,20180925-1,20180925-1.1
,MST109,JAOLA_AMLIN,Chara,STO,25/09/2018,Hovedskov_1001027,,54.740283,12.099767,11.0,10.0,1100,no,not_avail,,no,13:22,14:41,14:43,25/09/2018,15.0,yes,yes,aalegraes,yes,yes,,2017,Proevetagningsskema_STO,6,2,20180925,1,20180925-1,20180925-1.2
,MST111,JAOLA_AMLIN,Chara,STO,25/09/2018,Hovedskov_1001027,,54.740283,12.099767,11.0,10.0,1000,no,not_avail,,no,13:22,14:51,14:53,25/09/2018,15.0,yes,yes,aalegraes,yes,yes,,2017,Proevetagningsskema_STO,7,3,20180925,1,20180925-1,20180925-1.3
,MST206,JAROB_20629477,LIV_II,oestjylland,25/09/2018,ARH170006,,56.154495,10.319002,16.2,1.0,1600,yes,11.0,,no,12:43,13:04,13:06,27/09/2018,14.3,yes,yes,fyto,yes,yes,E_Dna_indsamlet_d_25_09_2018_Fyto_indsamlet_d_27_09_2018,2017,proevetagningsskema_ARH170006_25092018,269,1,20180925,2,20180925-2,20180925-2.1
,MST211,JAROB_20629477,LIV_II,oestjylland,25/09/2018,ARH170006,,56.154495,10.319002,16.2,1.0,1600,yes,11.0,,no,12:43,13:19,13:21,27/09/2018,14.3,yes,yes,fyto,yes,yes,E_Dna_indsamlet_d_25_09_2018_Fyto_indsamlet_d_27_09_2018,2017,proevetagningsskema_ARH170006_25092018,270,2,20180925,2,20180925-2,20180925-2.2
,MST214,JAROB_20629477,LIV_II,oestjylland,25/09/2018,ARH170006,,56.154495,10.319002,16.2,1.0,1650,yes,11.0,,no,12:43,13:36,13:38,27/09/2018,14.3,yes,yes,fyto,yes,yes,E_Dna_indsamlet_d_25_09_2018_Fyto_indsamlet_d_27_09_2018,2017,proevetagningsskema_ARH170006_25092018,271,3,20180925,2,20180925-2,20180925-2.3
,MST110,JAOLA_NICEA_AMLIN,Chara,STO,10/10/2018,Femern_Baelt_Vest_0401011,,54.734667,11.091200,5.2,4.2,1100,no,not_avail,,no,10:40,10:57,11:06,10/10/2018,11.0,yes,yes,aalegraes,yes,yes,,2017,Proevetagningsskema_STO,8,1,20181010,1,20181010-1,20181010-1.1
,MST105,JAOLA_NICEA_AMLIN,Chara,STO,10/10/2018,Femern_Baelt_Vest_0401011,,54.734667,11.091200,5.2,4.2,1300,no,not_avail,,no,10:40,11:10,11:20,10/10/2018,11.0,yes,yes,aalegraes,yes,yes,,2017,Proevetagningsskema_STO,9,2,20181010,1,20181010-1,20181010-1.2
,MST106,JAOLA_NICEA_AMLIN,Chara,STO,10/10/2018,Femern_Baelt_Vest_0401011,,54.734667,11.091200,5.2,4.2,1100,no,not_avail,,no,10:40,11:20,11:30,10/10/2018,11.0,yes,yes,aalegraes,yes,yes,,2017,Proevetagningsskema_STO,10,3,20181010,1,20181010-1,20181010-1.3
